# Omega_Matter_0 = 0.302   | Omega_Lambda_0 = 0.698   | Omega_K_0 = 0.0   | h = 1.0   |
# RA  DEC  CZ_obs  Mr  HaloID  logMHalo  NGal_H  FLAG  CZ_real  DIST_C  Vp_tot  Vp_tang  Morph  logMstar  r_mag  u_mag  FSMGR  Gal_Match_flag  u_r  mhi_mass  GroupID  Group_NGals  Group_Rproj  Group_CZdisp  Group_logMHalo  Group_Gal_Type
  217.562662     21.522394     5236.94962     -19.898         330158     11.756           1       1    5313.682239    0.00000000e+00     364.53161     356.36414        LT     10.068738    -19.179449    -17.972279      7.215771         ECO      1.207170    5.888441e+09             811           1      0.000000      0.000000     11.700           1
  217.796589     10.867493     6069.37293     -20.301         330160     11.720           1       1    6334.149872    0.00000000e+00     730.20618     680.51028        LT     10.558163    -20.321613    -18.119049      0.246115         ECO      2.202564    6.760824e+08             780           2      0.101719     23.050000     12.057           1
  205.311675     13.354338     5144.84484     -20.432         330188     11.774           1       1    5380.976942    0.00000000e+00     546.10995     492.42026        ET     10.136544    -20.489193    -18.133923      0.123388         ECO      2.355270    1.122018e+09             812           1      0.000000      0.000000     11.906           1
  234.173917     11.521048     6195.72230     -19.448         330191     11.636           1       1    6141.335522    0.00000000e+00     793.50576     791.63974        ET     10.208757    -19.470448    -17.334446      0.024879         ECO      2.136002    4.073806e+08             813           1      0.000000      0.000000     11.540           1
  232.865852     11.445561     5445.96034     -18.816         330201     11.589           1       1    5498.980668    0.00000000e+00     720.75891     718.80613        LT     10.251673    -18.793724    -17.643021      1.835184         ECO      1.150703    2.951208e+09             814           1      0.000000      0.000000     11.264           1
  231.722335      0.781885     4988.29504     -18.991         330215     11.730           2       0    4936.821541    1.28439601e-01     543.08754     540.64272        LT      9.570000    -18.986605    -17.629307      1.399277         ECO      1.357298    1.621810e+09             815           2      0.002865      9.790000     11.771           0
  231.707726      0.776722     4974.21287     -19.597         330215     11.730           2       1    4927.882274    0.00000000e+00     444.01118     441.58737        LT     10.509876    -19.678732    -17.357594      0.269105         ECO      2.321138    4.677349e+08             815           2      0.002865      9.790000     11.771           1
  217.514668      4.994884     6410.68828     -20.465         330218     11.762           1       1    6469.196791    0.00000000e+00     659.89388     657.29498        ET     10.132514    -20.512737    -18.281857      0.156013         ECO      2.230881    8.511380e+08             816           1      0.000000      0.000000     11.919           1
  229.359687     25.135600     6729.53972     -20.653         330220     11.642           1       1    6805.430041    0.00000000e+00     567.06058     561.95939        ET     10.057988    -20.689053    -18.343147      0.056883         ECO      2.345905    1.412538e+09             817           1      0.000000      0.000000     11.985           1
  221.785183      0.237703     5088.11004     -19.423         330222     11.707           1       1    4858.061233    0.00000000e+00     345.09270     257.22854        LT     10.214271    -19.462234    -17.374767      0.124175         ECO      2.087467    1.412537e+09             818           1      0.000000      0.000000     11.532           1
  232.189464      8.907948     6679.43116     -20.334         330223     11.694           1       1    6606.571126    0.00000000e+00     287.04520     277.64431        LT     10.110000    -20.359144    -18.379105      0.140674         ECO      1.980040    1.412539e+09             819           1      0.000000      0.000000     11.866           1
  237.285749     19.956582     6200.68628     -20.167         330225     11.708           1       1    6247.115736    0.00000000e+00     445.74485     443.32017        LT     10.499381    -20.208389    -17.979172      0.153885         ECO      2.229218    7.079459e+08             820           1      0.000000      0.000000     11.797           1
  233.368208      8.119779     5361.53310     -19.768         330227     11.714           2       0    5373.423228    2.00688419e-01     483.33864     483.19237        LT      9.130000    -19.793928    -17.840397      0.081064         ECO      1.953531    1.174899e+09             821           2      0.057307     35.960000     11.842           1
  233.277672      8.205593     5309.76765     -19.225         330227     11.714           2       1    5381.361261    0.00000000e+00     567.36097     562.82575        LT     10.469714    -19.267696    -17.034840      0.132880         ECO      2.232857    2.818386e+08             821           2      0.057307     35.960000     11.842           0
  215.961231     18.861670     7145.25000     -20.527         330236     11.748           1       1    7238.095871    0.00000000e+00     662.33629     655.79646        LT     10.055066    -20.533461    -18.869980      0.607763         ECO      1.663481    4.265803e+09             822           1      0.000000      0.000000     11.943           1
  228.146737     35.378667     6364.82917     -19.901         330238     11.511           1       1    6242.634761    0.00000000e+00     402.53848     383.54368        LT      9.666842    -19.904434    -18.792171      0.692667         ECO      1.112263    8.128309e+09             823           1      0.000000      0.000000     11.701           1
  216.210134     13.546807     6323.43814     -19.994         330242     11.737           1       1    6585.144447    0.00000000e+00     716.76058     667.27471        LT     10.142695    -19.990444    -18.560001      0.747601         ECO      1.430443    3.890452e+09             824           1      0.000000      0.000000     11.733           1
  228.438811     30.258541     6689.85465     -19.314         330243     11.670           2       0    6776.573321    9.18049058e-02     521.29855     514.03507        LT      9.990000    -19.313570    -17.838860      0.543261         ECO      1.474710    1.412538e+09             825           2      0.042980     29.190000     11.983           0
  228.465363     30.307957     6732.06100     -20.268         330243     11.670           2       1    6776.394780    0.00000000e+00     543.98369     542.17411        LT      9.991646    -20.312750    -18.124985      0.268094         ECO      2.187765    7.079459e+08             825           2      0.042980     29.190000     11.983           1
  232.036859     18.469410     6758.65669     -19.572         330252     11.485           1       1    6897.775799    0.00000000e+00     683.13009     668.81432        LT     10.361212    -19.567091    -18.161015      0.371199         ECO      1.406076    2.818381e+09             826           1      0.000000      0.000000     11.585           1
  218.226801      8.704877     5328.01314     -19.525         330254     11.496           1       1    5640.928038    0.00000000e+00     679.42470     603.07727        LT      9.903219    -19.534409    -18.165398      1.059276         ECO      1.369011    4.073801e+09             827           1      0.000000      0.000000     11.572           1
  236.393673      6.683848     6072.36162     -19.287         330259     11.632           1       1    6039.174778    0.00000000e+00     880.33685     879.71109        ET     10.633256    -19.310120    -17.022327      0.084623         ECO      2.287792    3.548133e+08             828           1      0.000000      0.000000     11.482           1
  235.153553     14.326742     6079.84733     -19.453         330263     11.654           2       1    6124.258704    0.00000000e+00     836.85436     835.67508        ET     10.137033    -19.486565    -17.102367      0.039600         ECO      2.384197    4.897791e+08             829           2      0.000000      7.080000     11.763           1
  235.152227     14.326528     6090.06455     -19.150         330263     11.654           2       0    6124.392276    2.74283591e-03     760.19531     759.41986        ET      9.360000    -19.176865    -16.923977      0.118198         ECO      2.252888    2.951209e+08             829           2      0.000000      7.080000     11.763           0
  215.664535     23.662700     5581.28502     -18.910         330264     11.742           1       1    5627.175959    0.00000000e+00     459.97029     457.67531        LT     10.466135    -18.898598    -17.472076      0.569069         ECO      1.426521    1.621810e+09             830           1      0.000000      0.000000     11.328           1
  215.638699      4.423042     5037.72359     -19.453         330267     11.439           1       1    5403.241287    0.00000000e+00     441.90846     248.35439        ET      9.887636    -19.486565    -17.102367      0.039600         ECO      2.384197    4.897791e+08             831           1      0.000000      0.000000     11.544           1
  226.649656      6.413065     5394.14717     -19.192         330275     11.611           1       1    5358.092614    0.00000000e+00     624.38081     623.33896        LT     10.463208    -19.070433    -17.844887      6.195846         ECO      1.225546    6.165948e+09             832           2      0.041547    197.840000     11.687           1
  219.182298      4.056222     5117.33449     -19.706         330284     11.635           1       1    5040.592758    0.00000000e+00     482.81040     476.67241        LT     10.044629    -19.766224    -17.412640      0.246324         ECO      2.353584    5.370320e+08             458          15      0.114613    277.820000     13.637           0
  227.650827     37.526462     6286.41923     -20.367         330285     11.702           1       1    6053.157038    0.00000000e+00     502.90177     445.53220        LT     10.220658    -20.341921    -18.866886      0.423066         ECO      1.475035    3.548133e+09             833           1      0.000000      0.000000     11.879           1
  235.663058     10.825789     6316.47059     -19.958         330289     11.651           1       1    6382.699540    0.00000000e+00     660.82554     657.49838        LT     10.478284    -19.935532    -19.329391      9.086765         ECO      0.606140    4.897790e+10             580           2      0.108883     14.840000     12.421           0
  236.306156     16.312897     5715.02356     -18.887         330294     11.476           1       1    5532.801253    0.00000000e+00     660.49552     634.86168        LT      9.803642    -18.869999    -17.689888      1.194947         ECO      1.180111    1.778280e+09             834           2      0.117479     15.790000     11.597           1
  236.237564     16.476372     5692.26193     -18.805         330296     11.312           1       1    5553.791685    0.00000000e+00     589.79788     573.31277        ET      9.442959    -18.847309    -16.695614      0.123756         ECO      2.151695    1.949847e+08             834           2      0.117479     15.790000     11.597           0
  213.269904      5.485973     4848.59769     -19.225         330299     11.670           1       1    5376.128003    0.00000000e+00     670.25740     413.46916        LT     10.148985    -19.267696    -17.034840      0.132880         ECO      2.232857    2.818386e+08             835           1      0.000000      0.000000     11.463           1
  224.119362      5.575523     5048.30763     -19.807         330300     11.721           1       1    5033.293468    0.00000000e+00     494.35671     494.12866        ET      9.803812    -19.851421    -17.742050      0.182750         ECO      2.109371    4.466839e+08             765           2      0.097421    179.370000     12.151           0
  234.022972      6.752100     5014.91082     -18.937         330304     11.468           1       1    4863.647135    0.00000000e+00     519.17110     496.64668        LT      9.743442    -18.966980    -17.331688      1.891705         ECO      1.635292    8.511381e+08             836           1      0.000000      0.000000     11.342           1
  221.970530     13.568001     6498.69070     -20.432         330307     11.714           1       1    6607.639004    0.00000000e+00     954.60620     948.36874        ET     10.653901    -20.489193    -18.133923      0.123388         ECO      2.355270    1.122018e+09             837           1      0.000000      0.000000     11.905           1
  234.920597      6.614295     4753.95538     -20.399         330311     11.730           1       1    4831.761231    0.00000000e+00     584.99841     579.80116        ET     10.391711    -20.442209    -18.114243      0.157027         ECO      2.327967    9.772360e+08             838           1      0.000000      0.000000     11.889           1
  230.165247      4.900140     6596.84065     -20.465         330318     11.702           1       1    6148.450596    0.00000000e+00     588.80307     381.62208        ET     10.529218    -20.512737    -18.281857      0.156013         ECO      2.230881    8.511380e+08             839           1      0.000000      0.000000     11.918           1
  237.036980     20.583460     6933.21209     -19.274         330337     11.517           3       1    6982.817743    0.00000000e+00     389.64280     386.47224        LT      9.434926    -19.261511    -17.787647      0.349679         ECO      1.473864    2.951211e+09             840           3      0.017192     60.260000     11.907           1
  237.056576     20.573051     6890.17690     -19.251         330337     11.517           3       0    6977.633742    8.20439098e-02     372.02561     361.59971        ET      9.270000    -19.303568    -17.149857      0.053944         ECO      2.153711    3.235936e+08             840           3      0.017192     60.260000     11.907           0
  237.050981     20.561226     7011.77852     -19.195         330337     11.517           3       0    6982.811753    4.47960195e-02     308.08625     306.72148        LT      9.220000    -19.234213    -17.004196      0.130437         ECO      2.230017    2.951209e+08             840           3      0.017192     60.260000     11.907           0
  211.029658      3.986147     5811.69512     -19.622         330338     11.564           1       1    6098.958643    0.00000000e+00     651.20928     584.42552        LT     10.301726    -19.596210    -18.465893      0.843823         ECO      1.130318    8.128312e+09             841           1      0.000000      0.000000     11.604           1
  227.359524      6.496952     6545.90233     -20.167         330347     11.506           1       1    6375.068137    0.00000000e+00     564.47102     537.99926        LT      9.854704    -20.208389    -17.979172      0.153885         ECO      2.229218    7.079459e+08             842           1      0.000000      0.000000     11.797           1
  232.057873     17.982845     5121.04086     -19.550         330350     11.700           1       1    5132.496552    0.00000000e+00     465.03737     464.89625        LT     10.595830    -19.543978    -18.014851      0.458716         ECO      1.529127    1.778278e+09             843           1      0.000000      0.000000     11.580           1
  215.578856      5.042717     5370.82087     -19.431         330351     11.699           1       1    5750.713683    0.00000000e+00     506.29856     334.69342        ET     10.375083    -19.479811    -17.340965      0.253334         ECO      2.138845    3.235936e+08             844           1      0.000000      0.000000     11.534           1
  219.848205     15.772213     5123.69472     -20.065         330352     11.655           1       1    5290.481761    0.00000000e+00     525.75129     498.59453        ET     10.085054    -20.150547    -17.994202      0.054330         ECO      2.156345    7.413112e+08             845           1      0.000000      0.000000     11.764           1
  212.041569     15.187725     6042.41209     -18.905         330356     11.682           2       0    6263.482261    9.02351182e-02     308.62831     215.35880        ET      9.160000    -18.943121    -16.721851      0.076388         ECO      2.221270    2.454709e+08             846           2      0.035817      2.240000     11.719           0
  212.052640     15.235729     6039.17981     -19.431         330356     11.682           2       1    6266.843058    0.00000000e+00     411.26573     342.50394        ET     10.214987    -19.478146    -17.284954      0.224596         ECO      2.193192    3.235936e+08             846           2      0.035817      2.240000     11.719           1
  225.025273     27.111615     7177.28726     -19.807         330358     11.642           1       1    7301.547916    0.00000000e+00     526.39456     511.51786        ET     10.280758    -19.851421    -17.742050      0.182750         ECO      2.109371    4.466839e+08             847           1      0.000000      0.000000     11.673           1
  230.861150     18.313973     4928.51657     -19.684         330363     11.658           2       1    4905.122721    0.00000000e+00     474.85718     474.28058        LT     10.279291    -19.653650    -18.850719      2.216070         ECO      0.802931    1.698246e+10             848           2      0.020057     24.240000     11.834           1
  230.956157     18.325972     4963.35874     -19.308         330363     11.658           2       0    4911.044046    1.39423588e-01     481.00319     478.14981        LT      9.160000    -19.295046    -17.939930      0.803113         ECO      1.355116    2.691531e+09             848           2      0.020057     24.240000     11.834           0
  213.527032     21.419929     7026.75309     -19.321         330366     11.660           1       1    7098.818605    0.00000000e+00     594.51448     590.13051        LT     10.161784    -19.463289    -17.905697      2.347532         ECO      1.557592    1.479108e+09             849           1      0.000000      0.000000     11.492           1
  222.379963      9.320612     5886.77975     -19.807         330367     11.664           1       1    6096.635887    0.00000000e+00     811.12021     783.50264        ET     10.163269    -19.851421    -17.742050      0.182750         ECO      2.109371    4.466839e+08             850           1      0.000000      0.000000     11.672           1
  213.922609     15.232833     6237.71274     -19.483         330377     11.554           1       1    6426.351901    0.00000000e+00     576.88603     545.17223        ET     10.081923    -19.538788    -17.240150      0.032054         ECO      2.298637    4.897791e+08             851           1      0.000000      0.000000     11.556           1
  231.516619     22.919551     6699.90303     -19.208         330381     11.517           1       1    6641.353866    0.00000000e+00     654.70628     652.08305        LT      9.804232    -19.282141    -17.901108      0.190598         ECO      1.381033    4.677355e+09             852           1      0.000000      0.000000     11.453           1
  226.981028     34.290802     6452.23920     -18.977         330384     11.428           2       1    6165.418139    0.00000000e+00     464.22441     365.01779        LT     10.178289    -19.005301    -16.847717      0.419892         ECO      2.157583    1.698244e+08             853           2      0.022923     14.100000     11.643           0
  226.946506     34.312652     6472.61224     -19.016         330384     11.428           2       0    6169.639806    8.13737879e-02     462.24764     349.11400        LT      9.230000    -19.002144    -17.792782      1.254501         ECO      1.209362    3.235941e+09             853           2      0.022923     14.100000     11.643           1
  235.137168      4.730792     6687.99750     -19.263         330397     11.681           1       1    6487.397770    0.00000000e+00     402.32755     348.75092        LT     10.264352    -19.324179    -17.255791      0.256454         ECO      2.068388    8.511391e+08             854           1      0.000000      0.000000     11.474           1
  220.664518      9.990603     5526.88179     -19.380         330401     11.642           2       0    5825.150336    1.55328666e-01     729.87686     666.15021        LT      9.510000    -19.410400    -17.420013      0.187312         ECO      1.990387    3.890452e+08             855           2      0.012894     29.160000     11.778           1
  220.768722      9.994002     5568.88661     -19.324         330401     11.642           2       1    5821.999870    0.00000000e+00     696.31819     648.68536        LT     10.499645    -19.363123    -17.277378      0.233101         ECO      2.085745    8.511371e+08             855           2      0.012894     29.160000     11.778           0
  207.771332     14.110558     5707.84278     -19.159         330406     11.569           1       1    5908.024014    0.00000000e+00     540.67620     502.25315        LT      9.553537    -19.191282    -17.089771      0.530746         ECO      2.101511    4.265797e+08             856           1      0.000000      0.000000     11.435           1
  233.128750     17.990364     6916.77329     -19.059         330407     11.626           2       0    6945.070063    1.03577937e-01     635.43333     634.80297        LT      9.330000    -19.074100    -17.604622      0.434102         ECO      1.469479    1.949844e+09             857           2      0.011461      3.890000     11.883           0
  233.110571     17.977946     6911.15236     -19.994         330407     11.626           2       1    6951.905932    0.00000000e+00     672.53091     671.29499        ET     10.506809    -20.057774    -17.889732      0.044223         ECO      2.168041    6.760824e+08             857           2      0.011461      3.890000     11.883           1
  227.726607     -0.142593     6837.43490     -19.921         330408     11.624           1       1    6718.915605    0.00000000e+00     633.25519     622.06536        LT     10.099922    -19.901922    -18.722511      1.626730         ECO      1.179411    7.079455e+09             858           1      0.000000      0.000000     11.710           1
  216.379572      4.229638     5176.15778     -19.994         330411     11.652           1       1    5302.247082    0.00000000e+00     307.19893     280.12974        ET      9.875139    -20.057774    -17.889732      0.044223         ECO      2.168041    6.760824e+08             859           1      0.000000      0.000000     11.733           1
  233.248955     22.389587     6952.55759     -18.850         330419     11.380           1       1    7123.273096    0.00000000e+00     427.39990     391.82507        LT      9.877510    -18.863415    -16.851860      0.300495         ECO      2.011555    1.479108e+08             860           1      0.000000      0.000000     11.289           1
  236.297586     15.712031     6310.15059     -19.884         330423     11.628           1       1    6452.600461    0.00000000e+00     533.56402     514.19704        LT     10.289602    -19.905159    -17.852081      0.104558         ECO      2.053078    4.897791e+08             861           1      0.000000      0.000000     11.695           1
  226.654999      0.868068     6891.04079     -18.975         330425     11.610           1       1    6662.687781    0.00000000e+00     724.78991     687.87740        LT     10.150833    -18.951582    -17.868824      2.886166         ECO      1.082758    5.128612e+09             862           1      0.000000      0.000000     11.359           1
  222.928553     10.700809     6728.98525     -19.684         330433     11.648           1       1    6768.405377    0.00000000e+00    1058.23487    1057.50040        ET     10.094448    -19.738277    -17.568169      0.040244         ECO      2.170109    6.165946e+08             863           1      0.000000      0.000000     11.627           1
  217.395743     23.324124     5471.32738     -18.890         330436     11.561           1       1    5544.063255    0.00000000e+00     402.74725     396.12477        LT      9.477104    -18.886446    -17.627884      1.677656         ECO      1.258562    1.862086e+09             864           1      0.000000      0.000000     11.317           1
  227.287161      7.195327     5159.18683     -19.597         330438     11.607           2       1    5302.549571    0.00000000e+00     697.55981     682.66888        LT     10.197662    -19.678732    -17.357594      0.269105         ECO      2.321138    4.677349e+08             865           2      0.011461     32.390000     11.762           1
  227.242629      7.212144     5112.59893     -18.912         330438     11.607           2       0    5305.735643    7.70802175e-02     646.64734     617.13126        LT      9.390000    -18.928682    -17.425205      0.323846         ECO      1.503477    1.949844e+09             865           2      0.011461     32.390000     11.762           0
  225.646614     27.025324     6571.51946     -19.994         330440     11.687           2       1    6494.602904    0.00000000e+00     621.58621     616.80893        ET     10.561118    -20.057774    -17.889732      0.044223         ECO      2.168041    6.760824e+08             866           2      0.034384     19.790000     11.899           1
  225.560065     27.012662     6600.12421     -19.202         330440     11.687           2       0    6499.873364    1.46679489e-01     565.12465     556.16152        ET      9.750000    -19.146383    -17.960083      0.654632         ECO      1.186300    2.691538e+09             866           2      0.034384     19.790000     11.899           0
  218.596179      4.727190     6479.42819     -19.597         330442     11.645           1       1    6508.747612    0.00000000e+00     701.36748     700.75439        LT     10.132989    -19.678732    -17.357594      0.269105         ECO      2.321138    4.677349e+08             867           1      0.000000      0.000000     11.595           1
  226.307228     25.748279     7009.63813     -18.910         330445     11.528           1       1    7225.601632    0.00000000e+00     515.34773     467.91350        LT      9.797147    -18.891479    -17.649277      1.940652         ECO      1.242203    1.698243e+09             868           1      0.000000      0.000000     11.327           1
  217.391536     -0.164346     6316.53023     -20.333         330447     11.605           1       1    6308.636664    0.00000000e+00     580.81697     580.76333        LT      9.953991    -20.382875    -18.158562      0.219839         ECO      2.224314    7.762472e+08             869           1      0.000000      0.000000     11.865           1
  213.616011     15.945327     6012.57579     -19.326         330448     11.569           1       1    6199.265250    0.00000000e+00     622.30062     593.63719        LT     10.268580    -19.334280    -17.948441      0.285033         ECO      1.385839    5.370327e+09             870           1      0.000000      0.000000     11.494           1
  236.346304     10.072023     4972.29256     -19.010         330451     11.520           2       0    5001.101888    4.55175814e-02     689.91481     689.31304        LT      9.150000    -19.007383    -17.798294      0.568870         ECO      1.209089    3.548131e+09             871           2      0.008596     11.010000     11.644           1
  236.313946     10.059951     4988.12487     -18.983         330451     11.520           2       1    5002.263660    0.00000000e+00     631.67332     631.51506        LT      9.994116    -18.952763    -17.860153      1.606605         ECO      1.092609    3.090297e+09             871           2      0.008596     11.010000     11.644           0
  227.955135      7.490443     6306.10250     -20.234         330456     11.661           1       1    6388.486238    0.00000000e+00     356.45515     346.80426        LT      9.939072    -20.231520    -18.755142      0.405014         ECO      1.476377    4.677351e+09             872           1      0.000000      0.000000     11.823           1
  221.863299     11.093116     6550.37682     -19.400         330458     11.555           1       1    6668.369746    0.00000000e+00     984.82507     977.73109        ET      9.996046    -19.443521    -17.202641      0.216943         ECO      2.240881    3.388445e+08             873           1      0.000000      0.000000     11.525           1
  214.914303     19.895564     7093.16635     -19.014         330466     11.597           2       0    7214.652701    1.43982370e-01     681.95683     671.04857        LT      9.300000    -19.192408    -17.637806      2.132060         ECO      1.554602    1.412539e+09             874           2      0.005731     11.880000     11.726           0
  214.933662     19.896961     7110.35848     -19.400         330466     11.597           2       1    7224.554680    0.00000000e+00     654.49176     644.45224        ET     10.368868    -19.443521    -17.202641      0.216943         ECO      2.240881    3.388445e+08             874           2      0.005731     11.880000     11.726           1
  223.463064      9.769000     6584.59845     -18.961         330470     11.546           2       0    6599.381132    1.72167706e-01     829.12578     828.99399        LT      9.500000    -18.962898    -17.476189      0.254970         ECO      1.486710    3.715351e+09             875           2      0.058739     29.610000     11.606           1
  223.386180      9.698791     6627.39436     -18.782         330470     11.546           2       1    6601.502386    0.00000000e+00     847.41263     847.01699        ET     10.120682    -18.811632    -16.717274      0.073454         ECO      2.094358    4.466833e+08             875           2      0.058739     29.610000     11.606           0
  215.658384     14.020441     5121.74101     -19.767         330482     11.576           1       1    5360.084497    0.00000000e+00     560.66631     507.48310        LT      9.827383    -19.796984    -17.941711      0.119878         ECO      1.855272    2.691534e+09             876           1      0.000000      0.000000     11.653           1
  223.847404      1.472040     4793.35038     -19.035         330484     11.612           2       0    4789.185125    4.89354736e-02     407.45496     407.43367        LT      9.160000    -19.038099    -17.476116      0.367124         ECO      1.561983    1.621810e+09             877           2      0.007163     75.000000     11.835           0
  223.843790      1.460255     4901.12808     -19.846         330484     11.612           2       1    4785.900899    0.00000000e+00     474.85091     460.65832        LT     10.078829    -19.856699    -17.753761      0.085374         ECO      2.102938    5.370320e+08             877           2      0.007163     75.000000     11.835           1
  233.053379     34.453828     6889.56082     -19.268         330488     11.485           1       1    6945.735381    0.00000000e+00     230.58000     223.63264        ET     10.183597    -19.299456    -17.121960      0.109521         ECO      2.177496    3.235936e+08             878           1      0.000000      0.000000     11.475           1
  236.040691     25.579007     6719.63283     -19.502         330492     11.588           1       1    6694.723186    0.00000000e+00     530.58915     530.00411        LT      9.925130    -19.543289    -17.603176      0.392145         ECO      1.940113    8.912512e+08             879           1      0.000000      0.000000     11.565           1
  220.059102     10.116723     5925.99838     -19.726         330494     11.567           1       1    6116.324617    0.00000000e+00     791.52373     768.30056        ET      9.717526    -19.759439    -17.536026      0.133829         ECO      2.223413    4.466839e+08             642           3      0.117479     60.630000     12.153           0
  210.409158      9.600966     4897.85649     -19.054         330502     11.318           1       1    5323.378321    0.00000000e+00     638.62255     476.20367        LT      9.179344    -19.046154    -17.745354      0.736495         ECO      1.300800    3.235933e+09             880           2      0.084527     45.830000     11.669           1
  210.283122      9.738748     4831.98847     -19.041         330503     11.300           1       1    5325.423538    0.00000000e+00     737.96321     548.73630        LT      9.314529    -19.041180    -17.551224      0.329713         ECO      1.489956    1.698245e+09             880           2      0.084527     45.830000     11.669           0
  215.059594     33.242202     6652.50811     -19.502         330504     11.564           1       1    6579.900761    0.00000000e+00     408.99632     402.49989        LT      9.752824    -19.543289    -17.603176      0.392145         ECO      1.940113    8.912512e+08             881           1      0.000000      0.000000     11.565           1
  211.761243      4.519125     5004.44645     -18.979         330506     11.589           1       1    5184.525027    0.00000000e+00     646.40049     620.81020        LT     10.051162    -19.021935    -17.064919      0.233462         ECO      1.957016    8.511376e+08             882           1      0.000000      0.000000     11.361           1
  228.647885      2.731477     6438.42119     -19.502         330508     11.582           1       1    6076.620118    0.00000000e+00     641.20907     529.38555        LT     10.251805    -19.543289    -17.603176      0.392145         ECO      1.940113    8.912512e+08             883           1      0.000000      0.000000     11.564           1
  227.543439     23.136578     6894.37523     -19.550         330514     11.621           1       1    7097.955147    0.00000000e+00     633.32867     599.71695        LT     10.165560    -17.667570    -15.821599      1.250773         ECO      1.845971    1.862087e+08             884           1      0.000000      0.000000     11.580           1
  231.318830     19.280590     6962.04682     -18.992         330516     11.546           2       0    6959.409063    2.17608725e-02     711.43680     711.43191        LT      9.250000    -18.975309    -17.987831      3.457541         ECO      0.987478    8.128302e+09             885           2      0.002865     26.500000     11.624           1
  231.325159     19.282491     6923.70244     -18.855         330516     11.546           2       1    6960.740905    0.00000000e+00     714.35809     713.39725        LT      9.989957    -18.849194    -17.488148      0.648574         ECO      1.361046    3.090296e+09             885           2      0.002865     26.500000     11.624           0
  232.962852      6.345170     4759.14179     -18.939         330517     11.600           1       1    4765.532019    0.00000000e+00     484.02561     483.98342        LT     10.383125    -18.939199    -17.418476      0.734260         ECO      1.520723    1.288251e+09             886           1      0.000000      0.000000     11.342           1
  226.758784      3.917329     7010.01500     -18.786         330521     11.328           1       1    6726.693403    0.00000000e+00     665.44854     602.12177        LT      9.480812    -18.769522    -17.385246      0.294476         ECO      1.384275    2.570396e+09             887           1      0.000000      0.000000     11.215           1
  220.487649      4.655081     6056.87105     -19.206         330522     11.586           1       1    6087.612831    0.00000000e+00     505.32193     504.38596        LT     10.354320    -18.298372    -16.039661      0.146946         ECO      2.258711    1.174898e+08             888           1      0.000000      0.000000     11.452           1
  215.089312     11.020954     5928.90145     -19.958         330525     11.640           1       1    6187.021611    0.00000000e+00     727.89916     680.59619        LT     10.026721    -19.935532    -19.329391      9.086765         ECO      0.606140    4.897790e+10             889           1      0.000000      0.000000     11.721           1
  234.863717      6.766884     5510.14697     -18.901         330526     11.505           1       1    5285.006088    0.00000000e+00     608.39294     565.20223        ET      9.809520    -18.918524    -17.436447      1.685718         ECO      1.482077    1.479109e+09             890           1      0.000000      0.000000     11.322           1
  235.427940     23.125583     6835.49738     -18.942         330528     11.622           2       0    6807.996303    9.10632888e-02     490.31089     489.53902        LT      9.550000    -18.933449    -17.723000      2.274925         ECO      1.210449    2.951214e+09             891           2      0.020057      9.530000     11.727           0
  235.385335     23.142659     6849.27564     -19.453         330528     11.622           2       1    6804.089560    0.00000000e+00     467.57416     465.38566        LT     10.136929    -19.453382    -18.080643      0.615102         ECO      1.372740    2.818382e+09             891           2      0.020057      9.530000     11.727           1
  236.118448     22.050710     6517.68466     -19.884         330529     11.600           1       1    6543.497982    0.00000000e+00     524.98746     524.35246        LT     10.286353    -19.905159    -17.852081      0.104558         ECO      2.053078    4.897791e+08             892           1      0.000000      0.000000     11.695           1
  216.408802      5.693480     6097.76697     -19.331         330531     11.516           1       1    6459.290883    0.00000000e+00     708.87414     609.75652        LT     10.161810    -19.341007    -17.727283      0.500270         ECO      1.613724    2.137961e+09             893           1      0.000000      0.000000     11.496           1
  227.702407     32.790778     6597.98371     -18.821         330534     11.536           1       1    6409.248821    0.00000000e+00     527.36407     492.43477        ET      9.950248    -18.869261    -16.926231      0.154953         ECO      1.943029    7.079455e+08             894           1      0.000000      0.000000     11.267           1
  233.370828      5.431800     6646.25360     -20.366         330536     11.587           1       1    6259.583043    0.00000000e+00     563.95711     410.52832        LT     10.022724    -20.341921    -18.866886      0.423066         ECO      1.475035    3.548133e+09             895           3      0.093123    261.220000     12.445           0
  235.479871     24.336080     6927.22798     -19.958         330538     11.568           1       1    7199.321348    0.00000000e+00     396.50448     288.41117        LT     10.096033    -19.935532    -19.329391      9.086765         ECO      0.606140    4.897790e+10             484          11      0.200573    143.350000     13.494           0
  215.532873      4.994015     6347.06086     -19.207         330540     11.586           2       1    6402.170159    0.00000000e+00     624.67630     622.24067        ET     10.121210    -19.235622    -17.115211      0.037803         ECO      2.120411    3.090292e+08             896           2      0.000000     19.060000     11.686           1
  215.532368      4.993294     6374.58320     -18.989         330540     11.586           2       0    6401.148166    1.45566781e-02     576.65250     576.04029        LT      9.440000    -19.031582    -16.952984      0.093750         ECO      2.078598    6.760832e+08             896           2      0.000000     19.060000     11.686           0
